frame,selector,L1,L2,L3,ref_selector,ref_L1,ref_L2,ref_L3,col,got
60,1,97,9,7,0,17,11,27,1,2082
60,1,97,9,7,0,17,11,27,2,3045
60,1,97,9,7,0,17,11,27,3,5783
60,1,97,9,7,0,17,11,27,4,7805
60,1,97,9,7,0,17,11,27,5,10285
60,1,97,9,7,0,17,11,27,6,18499
60,1,97,9,7,0,17,11,27,7,19120
60,1,97,9,7,0,17,11,27,8,20812
60,1,97,9,7,0,17,11,27,9,21515
61,1,37,29,30,0,17,14,19,0,1128
61,1,37,29,30,0,17,14,19,1,2393
61,1,37,29,30,0,17,14,19,2,3275
61,1,37,29,30,0,17,14,19,3,5445
61,1,37,29,30,0,17,14,19,4,8732
61,1,37,29,30,0,17,14,19,5,8742
61,1,37,29,30,0,17,14,19,6,13193
61,1,37,29,30,0,17,14,19,7,13203
61,1,37,29,30,0,17,14,19,8,20468
61,1,37,29,30,0,17,14,19,9,21829
62,1,2,29,17,0,17,15,19,0,1023
62,1,2,29,17,0,17,15,19,1,1926
62,1,2,29,17,0,17,15,19,2,2659
62,1,2,29,17,0,17,15,19,3,4194
62,1,2,29,17,0,17,15,19,4,12196
62,1,2,29,17,0,17,15,19,5,14062
62,1,2,29,17,0,17,15,19,6,18966
62,1,2,29,17,0,17,15,19,7,20933
62,1,2,29,17,0,17,15,19,8,22041
62,1,2,29,17,0,17,15,19,9,22275
63,1,34,29,24,0,13,29,17,0,758
63,1,34,29,24,0,13,29,17,1,1625
63,1,34,29,24,0,13,29,17,2,1966
63,1,34,29,24,0,13,29,17,3,2642
63,1,34,29,24,0,13,29,17,4,13156
63,1,34,29,24,0,13,29,17,5,13497
63,1,34,29,24,0,13,29,17,6,15358
63,1,34,29,24,0,13,29,17,7,18217
63,1,34,29,24,0,13,29,17,8,21062
63,1,34,29,24,0,13,29,17,9,21093
64,1,17,3,1,0,17,14,19,0,1066
64,1,17,3,1,0,17,14,19,1,1449
64,1,17,3,1,0,17,14,19,2,2550
64,1,17,3,1,0,17,14,19,3,5676
64,1,17,3,1,0,17,14,19,4,8073
64,1,17,3,1,0,17,14,19,5,13804
64,1,17,3,1,0,17,14,19,6,15303
64,1,17,3,1,0,17,14,19,7,18263
64,1,17,3,1,0,17,14,19,8,21830
64,1,17,3,1,0,17,14,19,9,22694
65,1,2,29,14,0,17,11,19,0,1023
65,1,2,29,14,0,17,11,19,1,1926
65,1,2,29,14,0,17,11,19,2,2659
65,1,2,29,14,0,17,11,19,3,4194
65,1,2,29,14,0,17,11,19,4,12196
65,1,2,29,14,0,17,11,19,5,12382
65,1,2,29,14,0,17,11,19,6,18888
65,1,2,29,14,0,17,11,19,7,19240
65,1,2,29,14,0,17,11,19,8,20362
65,1,2,29,14,0,17,11,19,9,22619
66,0,1,0,23,0,17,14,19,0,1295
66,0,1,0,23,0,17,14,19,1,1825
66,0,1,0,23,0,17,14,19,2,2708
66,0,1,0,23,0,17,14,19,3,5750
66,0,1,0,23,0,17,14,19,4,5760
66,0,1,0,23,0,17,14,19,5,6964
66,0,1,0,23,0,17,14,19,6,16267
66,0,1,0,23,0,17,14,19,7,17741
66,0,1,0,23,0,17,14,19,8,20570
66,0,1,0,23,0,17,14,19,9,21462
67,1,34,6,1,0,13,29,17,0,1887
67,1,34,6,1,0,13,29,17,1,1986
67,1,34,6,1,0,13,29,17,2,2106
67,1,34,6,1,0,13,29,17,3,3678
67,1,34,6,1,0,13,29,17,4,11690
67,1,34,6,1,0,13,29,17,5,15214
67,1,34,6,1,0,13,29,17,6,15955
67,1,34,6,1,0,13,29,17,7,17846
67,1,34,6,1,0,13,29,17,8,21044
67,1,34,6,1,0,13,29,17,9,21893
68,1,34,14,25,0,17,15,19,0,1878
68,1,34,14,25,0,17,15,19,1,1931
68,1,34,14,25,0,17,15,19,2,1941
68,1,34,14,25,0,17,15,19,3,3123
68,1,34,14,25,0,17,15,19,4,13090
68,1,34,14,25,0,17,15,19,5,13100
68,1,34,14,25,0,17,15,19,6,16748
68,1,34,14,25,0,17,15,19,7,19137
68,1,34,14,25,0,17,15,19,8,20593
68,1,34,14,25,0,17,15,19,9,21678
69,1,17,3,1,0,17,14,19,0,1066
69,1,17,3,1,0,17,14,19,1,1449
69,1,17,3,1,0,17,14,19,2,2550
69,1,17,3,1,0,17,14,19,3,5676
69,1,17,3,1,0,17,14,19,4,8073
69,1,17,3,1,0,17,14,19,5,13804
69,1,17,3,1,0,17,14,19,6,15303
69,1,17,3,1,0,17,14,19,7,18263
69,1,17,3,1,0,17,14,19,8,21830
69,1,17,3,1,0,17,14,19,9,22694
70,1,2,29,14,1,17,11,19,0,1023
70,1,2,29,14,1,17,11,19,1,1926
70,1,2,29,14,1,17,11,19,2,2659
70,1,2,29,14,1,17,11,19,3,4194
70,1,2,29,14,1,17,11,19,4,12196
70,1,2,29,14,1,17,11,19,5,12382
70,1,2,29,14,1,17,11,19,6,18888
70,1,2,29,14,1,17,11,19,7,19240
70,1,2,29,14,1,17,11,19,8,20362
70,1,2,29,14,1,17,11,19,9,22619
71,1,17,15,27,0,104,9,13,0,1154
71,1,17,15,27,0,104,9,13,1,1362
71,1,17,15,27,0,104,9,13,2,1609
71,1,17,15,27,0,104,9,13,3,5311
71,1,17,15,27,0,104,9,13,4,9577
71,1,17,15,27,0,104,9,13,5,12357
71,1,17,15,27,0,104,9,13,6,15923
71,1,17,15,27,0,104,9,13,7,18202
71,1,17,15,27,0,104,9,13,8,22016
71,1,17,15,27,0,104,9,13,9,22815
72,0,17,7,16,0,17,15,19,0,864
72,0,17,7,16,0,17,15,19,1,874
72,0,17,7,16,0,17,15,19,2,3120
72,0,17,7,16,0,17,15,19,3,5786
72,0,17,7,16,0,17,15,19,4,9454
72,0,17,7,16,0,17,15,19,5,13369
72,0,17,7,16,0,17,15,19,6,15009
72,0,17,7,16,0,17,15,19,7,18937
72,0,17,7,16,0,17,15,19,8,21338
72,0,17,7,16,0,17,15,19,9,21679
73,1,34,15,23,1,17,11,19,0,1415
73,1,34,15,23,1,17,11,19,1,1406
73,1,34,15,23,1,17,11,19,2,1411
73,1,34,15,23,1,17,11,19,3,2924
73,1,34,15,23,1,17,11,19,4,12059
73,1,34,15,23,1,17,11,19,5,12852
73,1,34,15,23,1,17,11,19,6,16506
73,1,34,15,23,1,17,11,19,7,18001
73,1,34,15,23,1,17,11,19,8,20456
73,1,34,15,23,1,17,11,19,9,20792
74,1,13,29,27,0,34,6,25,0,741
74,1,13,29,27,0,34,6,25,1,1577
74,1,13,29,27,0,34,6,25,2,2119
74,1,13,29,27,0,34,6,25,3,2773
74,1,13,29,27,0,34,6,25,4,10707
74,1,13,29,27,0,34,6,25,5,11967
74,1,13,29,27,0,34,6,25,6,16670
74,1,13,29,27,0,34,6,25,7,17052
74,1,13,29,27,0,34,6,25,8,20741
74,1,13,29,27,0,34,6,25,9,23277
75,0,5,4,17,0,17,11,27,0,1957
75,0,5,4,17,0,17,11,27,1,2019
75,0,5,4,17,0,17,11,27,2,3666
75,0,5,4,17,0,17,11,27,3,6181
75,0,5,4,17,0,17,11,27,4,7248
75,0,5,4,17,0,17,11,27,5,13632
75,0,5,4,17,0,17,11,27,6,18333
75,0,5,4,17,0,17,11,27,7,20628
75,0,5,4,17,0,17,11,27,8,21787
75,0,5,4,17,0,17,11,27,9,22174
76,0,104,29,31,0,89,15,11,0,1282
76,0,104,29,31,0,89,15,11,1,2284
76,0,104,29,31,0,89,15,11,2,3057
76,0,104,29,31,0,89,15,11,3,5359
76,0,104,29,31,0,89,15,11,4,12985
76,0,104,29,31,0,89,15,11,5,12995
76,0,104,29,31,0,89,15,11,6,15926
76,0,104,29,31,0,89,15,11,7,17040
76,0,104,29,31,0,89,15,11,8,22147
76,0,104,29,31,0,89,15,11,9,22975
77,1,17,0,13,0,105,10,17,0,574
77,1,17,0,13,0,105,10,17,1,832
77,1,17,0,13,0,105,10,17,2,2147
77,1,17,0,13,0,105,10,17,3,6742
77,1,17,0,13,0,105,10,17,4,9023
77,1,17,0,13,0,105,10,17,5,12625
77,1,17,0,13,0,105,10,17,6,15216
77,1,17,0,13,0,105,10,17,7,19403
77,1,17,0,13,0,105,10,17,8,20707
77,1,17,0,13,0,105,10,17,9,23721
78,1,17,6,20,0,17,11,23,0,1593
78,1,17,6,20,0,17,11,23,1,1678
78,1,17,6,20,0,17,11,23,2,2600
78,1,17,6,20,0,17,11,23,3,6065
78,1,17,6,20,0,17,11,23,4,9208
78,1,17,6,20,0,17,11,23,5,12723
78,1,17,6,20,0,17,11,23,6,14228
78,1,17,6,20,0,17,11,23,7,17987
78,1,17,6,20,0,17,11,23,8,20379
78,1,17,6,20,0,17,11,23,9,21129
79,1,17,31,27,0,34,15,17,0,846
79,1,17,31,27,0,34,15,17,1,2321
79,1,17,31,27,0,34,15,17,2,2878
79,1,17,31,27,0,34,15,17,3,4823
79,1,17,31,27,0,34,15,17,4,10072
79,1,17,31,27,0,34,15,17,5,12357
79,1,17,31,27,0,34,15,17,6,15923
79,1,17,31,27,0,34,15,17,7,18202
79,1,17,31,27,0,34,15,17,8,22016
79,1,17,31,27,0,34,15,17,9,22815
80,0,35,9,25,0,2,11,24,0,561
80,0,35,9,25,0,2,11,24,1,1148
80,0,35,9,25,0,2,11,24,2,1415
80,0,35,9,25,0,2,11,24,3,3163
80,0,35,9,25,0,2,11,24,4,8540
80,0,35,9,25,0,2,11,24,5,9665
80,0,35,9,25,0,2,11,24,6,14628
80,0,35,9,25,0,2,11,24,7,18308
80,0,35,9,25,0,2,11,24,8,20145
80,0,35,9,25,0,2,11,24,9,22790
81,1,2,0,1,0,89,15,11,0,1133
81,1,2,0,1,0,89,15,11,1,1441
81,1,2,0,1,0,89,15,11,2,2346
81,1,2,0,1,0,89,15,11,3,5907
81,1,2,0,1,0,89,15,11,4,10545
81,1,2,0,1,0,89,15,11,5,14843
81,1,2,0,1,0,89,15,11,6,18379
81,1,2,0,1,0,89,15,11,7,19062
81,1,2,0,1,0,89,15,11,8,21973
81,1,2,0,1,0,89,15,11,9,22402
82,0,4,0,17,1,17,3,31,0,1309
82,0,4,0,17,1,17,3,31,1,1621
82,0,4,0,17,1,17,3,31,2,2566
82,0,4,0,17,1,17,3,31,3,9764
82,0,4,0,17,1,17,3,31,4,9914
82,0,4,0,17,1,17,3,31,5,12676
82,0,4,0,17,1,17,3,31,6,16273
82,0,4,0,17,1,17,3,31,7,18279
82,0,4,0,17,1,17,3,31,8,22291
82,0,4,0,17,1,17,3,31,9,22447
83,1,1,14,0,1,105,3,25,0,2305
83,1,1,14,0,1,105,3,25,1,2630
83,1,1,14,0,1,105,3,25,2,2982
83,1,1,14,0,1,105,3,25,3,4671
83,1,1,14,0,1,105,3,25,4,7227
83,1,1,14,0,1,105,3,25,5,8458
83,1,1,14,0,1,105,3,25,6,14443
83,1,1,14,0,1,105,3,25,7,18646
83,1,1,14,0,1,105,3,25,8,20380
83,1,1,14,0,1,105,3,25,9,22287
84,0,105,11,23,0,1,13,16,0,686
84,0,105,11,23,0,1,13,16,1,1397
84,0,105,11,23,0,1,13,16,2,2746
84,0,105,11,23,0,1,13,16,3,5075
84,0,105,11,23,0,1,13,16,4,8042
84,0,105,11,23,0,1,13,16,5,9588
84,0,105,11,23,0,1,13,16,6,15501
84,0,105,11,23,0,1,13,16,7,16903
84,0,105,11,23,0,1,13,16,8,20302
84,0,105,11,23,0,1,13,16,9,21987
85,1,17,29,16,1,2,9,26,0,464
85,1,17,29,16,1,2,9,26,1,1317
85,1,17,29,16,1,2,9,26,2,2460
85,1,17,29,16,1,2,9,26,3,5029
85,1,17,29,16,1,2,9,26,4,10674
85,1,17,29,16,1,2,9,26,5,13369
85,1,17,29,16,1,2,9,26,6,15009
85,1,17,29,16,1,2,9,26,7,18937
85,1,17,29,16,1,2,9,26,8,21338
85,1,17,29,16,1,2,9,26,9,21679
86,1,74,11,9,1,2,29,0,0,1486
86,1,74,11,9,1,2,29,0,1,2209
86,1,74,11,9,1,2,29,0,2,3094
86,1,74,11,9,1,2,29,0,3,3959
86,1,74,11,9,1,2,29,0,4,12977
86,1,74,11,9,1,2,29,0,5,15713
86,1,74,11,9,1,2,29,0,6,16890
86,1,74,11,9,1,2,29,0,7,19489
86,1,74,11,9,1,2,29,0,8,22048
86,1,74,11,9,1,2,29,0,9,22147
87,1,17,0,9,1,17,3,27,0,574
87,1,17,0,9,1,17,3,27,1,832
87,1,17,0,9,1,17,3,27,2,2147
87,1,17,0,9,1,17,3,27,3,6742
87,1,17,0,9,1,17,3,27,4,9023
87,1,17,0,9,1,17,3,27,5,12119
87,1,17,0,9,1,17,3,27,6,14503
87,1,17,0,9,1,17,3,27,7,19443
87,1,17,0,9,1,17,3,27,8,22483
87,1,17,0,9,1,17,3,27,9,22928
88,1,1,4,3,1,105,6,31,0,1901
88,1,1,4,3,1,105,6,31,1,2290
88,1,1,4,3,1,105,6,31,2,3744
88,1,1,4,3,1,105,6,31,3,6530
88,1,1,4,3,1,105,6,31,4,6579
88,1,1,4,3,1,105,6,31,5,8449
88,1,1,4,3,1,105,6,31,6,16440
88,1,1,4,3,1,105,6,31,7,17648
88,1,1,4,3,1,105,6,31,8,19663
88,1,1,4,3,1,105,6,31,9,22718
89,1,47,9,9,1,1,10,31,0,1127
89,1,47,9,9,1,1,10,31,1,1941
89,1,47,9,9,1,1,10,31,2,2535
89,1,47,9,9,1,1,10,31,3,4598
89,1,47,9,9,1,1,10,31,4,6380
89,1,47,9,9,1,1,10,31,5,7062
89,1,47,9,9,1,1,10,31,6,11881
89,1,47,9,9,1,1,10,31,7,17394
89,1,47,9,9,1,1,10,31,8,20814
89,1,47,9,9,1,1,10,31,9,22360
90,1,89,14,3,1,89,29,0,0,1854
90,1,89,14,3,1,89,29,0,1,1950
90,1,89,14,3,1,89,29,0,2,3452
90,1,89,14,3,1,89,29,0,3,7594
90,1,89,14,3,1,89,29,0,4,11254
90,1,89,14,3,1,89,29,0,5,15326
90,1,89,14,3,1,89,29,0,6,17442
90,1,89,14,3,1,89,29,0,7,17970
90,1,89,14,3,1,89,29,0,8,20048
90,1,89,14,3,1,89,29,0,9,22282
91,1,17,14,17,1,17,14,19,0,1584
91,1,17,14,17,1,17,14,19,1,1637
91,1,17,14,17,1,17,14,19,2,2421
91,1,17,14,17,1,17,14,19,3,5510
91,1,17,14,17,1,17,14,19,4,10642
91,1,17,14,17,1,17,14,19,5,13023
91,1,17,14,17,1,17,14,19,6,15890
91,1,17,14,17,1,17,14,19,7,20134
91,1,17,14,17,1,17,14,19,8,21898
91,1,17,14,17,1,17,14,19,9,22567
92,1,17,0,1,1,17,15,27,0,574
92,1,17,0,1,1,17,15,27,1,832
92,1,17,0,1,1,17,15,27,2,2147
92,1,17,0,1,1,17,15,27,3,6742
92,1,17,0,1,1,17,15,27,4,9023
92,1,17,0,1,1,17,15,27,5,13804
92,1,17,0,1,1,17,15,27,6,15303
92,1,17,0,1,1,17,15,27,7,18263
92,1,17,0,1,1,17,15,27,8,21830
92,1,17,0,1,1,17,15,27,9,22694
93,1,1,5,1,1,105,3,25,0,1029
93,1,1,5,1,1,105,3,25,1,1798
93,1,1,5,1,1,105,3,25,2,3392
93,1,1,5,1,1,105,3,25,3,5820
93,1,1,5,1,1,105,3,25,4,7018
93,1,1,5,1,1,105,3,25,5,9326
93,1,1,5,1,1,105,3,25,6,15716
93,1,1,5,1,1,105,3,25,7,17586
93,1,1,5,1,1,105,3,25,8,21158
93,1,1,5,1,1,105,3,25,9,22563
94,1,47,9,9,1,1,10,31,0,1127
94,1,47,9,9,1,1,10,31,1,1941
94,1,47,9,9,1,1,10,31,2,2535
94,1,47,9,9,1,1,10,31,3,4598
94,1,47,9,9,1,1,10,31,4,6380
94,1,47,9,9,1,1,10,31,5,7062
94,1,47,9,9,1,1,10,31,6,11881
94,1,47,9,9,1,1,10,31,7,17394
94,1,47,9,9,1,1,10,31,8,20814
94,1,47,9,9,1,1,10,31,9,22360
95,0,33,28,30,0,47,27,11,0,2172
95,0,33,28,30,0,47,27,11,1,4071
95,0,33,28,30,0,47,27,11,2,4210
95,0,33,28,30,0,47,27,11,3,4528
95,0,33,28,30,0,47,27,11,4,5698
95,0,33,28,30,0,47,27,11,5,10500
95,0,33,28,30,0,47,27,11,6,13872
95,0,33,28,30,0,47,27,11,7,14639
95,0,33,28,30,0,47,27,11,8,20509
95,0,33,28,30,0,47,27,11,9,21852
96,1,89,29,13,1,74,1,0,0,734
96,1,89,29,13,1,74,1,0,1,1630
96,1,89,29,13,1,74,1,0,2,3491
96,1,89,29,13,1,74,1,0,3,7113
96,1,89,29,13,1,74,1,0,4,11286
96,1,89,29,13,1,74,1,0,5,15024
96,1,89,29,13,1,74,1,0,6,16631
96,1,89,29,13,1,74,1,0,7,19048
96,1,89,29,13,1,74,1,0,8,20420
96,1,89,29,13,1,74,1,0,9,23154
97,1,17,14,27,1,17,4,27,0,1584
97,1,17,14,27,1,17,4,27,1,1637
97,1,17,14,27,1,17,4,27,2,2421
97,1,17,14,27,1,17,4,27,3,5510
97,1,17,14,27,1,17,4,27,4,10642
97,1,17,14,27,1,17,4,27,5,12357
97,1,17,14,27,1,17,4,27,6,15923
97,1,17,14,27,1,17,4,27,7,18202
97,1,17,14,27,1,17,4,27,8,22016
97,1,17,14,27,1,17,4,27,9,22815
98,1,105,6,29,1,105,3,25,0,1584
98,1,105,6,29,1,105,3,25,1,1735
98,1,105,6,29,1,105,3,25,2,2713
98,1,105,6,29,1,105,3,25,3,6691
98,1,105,6,29,1,105,3,25,4,8138
98,1,105,6,29,1,105,3,25,5,9318
98,1,105,6,29,1,105,3,25,6,14134
98,1,105,6,29,1,105,3,25,7,18319
98,1,105,6,29,1,105,3,25,8,20288
98,1,105,6,29,1,105,3,25,9,22490
99,1,1,10,26,1,1,29,31,0,1653
99,1,1,10,26,1,1,29,31,1,2902
99,1,1,10,26,1,1,29,31,2,2912
99,1,1,10,26,1,1,29,31,3,5633
99,1,1,10,26,1,1,29,31,4,6539
99,1,1,10,26,1,1,29,31,5,8457
99,1,1,10,26,1,1,29,31,6,14607
99,1,1,10,26,1,1,29,31,7,16922
99,1,1,10,26,1,1,29,31,8,20963
99,1,1,10,26,1,1,29,31,9,22199
100,0,1,27,15,1,1,6,10,0,2127
100,0,1,27,15,1,1,6,10,1,3198
100,0,1,27,15,1,1,6,10,2,3653
100,0,1,27,15,1,1,6,10,3,4073
100,0,1,27,15,1,1,6,10,4,5207
100,0,1,27,15,1,1,6,10,5,7378
100,0,1,27,15,1,1,6,10,6,14267
100,0,1,27,15,1,1,6,10,7,17835
100,0,1,27,15,1,1,6,10,8,19850
100,0,1,27,15,1,1,6,10,9,23385
101,0,5,3,10,0,33,31,9,0,1843
101,0,5,3,10,0,33,31,9,1,2171
101,0,5,3,10,0,33,31,9,2,3033
101,0,5,3,10,0,33,31,9,3,4488
101,0,5,3,10,0,33,31,9,4,5327
101,0,5,3,10,0,33,31,9,5,13465
101,0,5,3,10,0,33,31,9,6,17312
101,0,5,3,10,0,33,31,9,7,18028
101,0,5,3,10,0,33,31,9,8,20372
101,0,5,3,10,0,33,31,9,9,23026
102,1,40,12,16,1,32,30,3,0,1907
102,1,40,12,16,1,32,30,3,1,2539
102,1,40,12,16,1,32,30,3,2,3625
102,1,40,12,16,1,32,30,3,3,7713
102,1,40,12,16,1,32,30,3,4,12277
102,1,40,12,16,1,32,30,3,5,13920
102,1,40,12,16,1,32,30,3,6,14592
102,1,40,12,16,1,32,30,3,7,17480
102,1,40,12,16,1,32,30,3,8,20294
102,1,40,12,16,1,32,30,3,9,22282
103,0,32,9,9,0,32,9,0,0,-198
103,0,32,9,9,0,32,9,0,1,457
103,0,32,9,9,0,32,9,0,2,3406
103,0,32,9,9,0,32,9,0,3,7707
103,0,32,9,9,0,32,9,0,4,11658
103,0,32,9,9,0,32,9,0,5,13014
103,0,32,9,9,0,32,9,0,6,15035
103,0,32,9,9,0,32,9,0,7,19076
103,0,32,9,9,0,32,9,0,8,21878
103,0,32,9,9,0,32,9,0,9,22462
104,1,1,3,31,1,1,3,31,0,1787
104,1,1,3,31,1,1,3,31,1,2442
104,1,1,3,31,1,1,3,31,2,3111
104,1,1,3,31,1,1,3,31,3,4742
104,1,1,3,31,1,1,3,31,4,4752
104,1,1,3,31,1,1,3,31,5,6751
104,1,1,3,31,1,1,3,31,6,15379
104,1,1,3,31,1,1,3,31,7,17575
104,1,1,3,31,1,1,3,31,8,21018
104,1,1,3,31,1,1,3,31,9,22836
105,1,1,6,13,1,1,15,11,0,2314
105,1,1,6,13,1,1,15,11,1,2671
105,1,1,6,13,1,1,15,11,2,3161
105,1,1,6,13,1,1,15,11,3,5226
105,1,1,6,13,1,1,15,11,4,5793
105,1,1,6,13,1,1,15,11,5,8147
105,1,1,6,13,1,1,15,11,6,15629
105,1,1,6,13,1,1,15,11,7,18726
105,1,1,6,13,1,1,15,11,8,20035
105,1,1,6,13,1,1,15,11,9,23590
106,1,33,15,14,1,1,6,26,0,1983
106,1,33,15,14,1,1,6,26,1,2299
106,1,33,15,14,1,1,6,26,2,2309
106,1,33,15,14,1,1,6,26,3,4210
106,1,33,15,14,1,1,6,26,4,5686
106,1,33,15,14,1,1,6,26,5,10263
106,1,33,15,14,1,1,6,26,6,14936
106,1,33,15,14,1,1,6,26,7,15833
106,1,33,15,14,1,1,6,26,8,19832
106,1,33,15,14,1,1,6,26,9,22632
107,1,38,27,9,1,38,27,25,0,1643
107,1,38,27,9,1,38,27,25,1,2407
107,1,38,27,9,1,38,27,25,2,3105
107,1,38,27,9,1,38,27,25,3,3711
107,1,38,27,9,1,38,27,25,4,6302
107,1,38,27,9,1,38,27,25,5,12475
107,1,38,27,9,1,38,27,25,6,14107
107,1,38,27,9,1,38,27,25,7,17263
107,1,38,27,9,1,38,27,25,8,20852
107,1,38,27,9,1,38,27,25,9,23615
108,1,32,14,16,1,32,12,1,0,1254
108,1,32,14,16,1,32,12,1,1,1401
108,1,32,14,16,1,32,12,1,2,4186
108,1,32,14,16,1,32,12,1,3,7807
108,1,32,14,16,1,32,12,1,4,12547
108,1,32,14,16,1,32,12,1,5,14264
108,1,32,14,16,1,32,12,1,6,15541
108,1,32,14,16,1,32,12,1,7,18570
108,1,32,14,16,1,32,12,1,8,20733
108,1,32,14,16,1,32,12,1,9,21213
109,0,105,4,0,0,105,0,0,0,1171
109,0,105,4,0,0,105,0,0,1,1354
109,0,105,4,0,0,105,0,0,2,3296
109,0,105,4,0,0,105,0,0,3,7995
109,0,105,4,0,0,105,0,0,4,8924
109,0,105,4,0,0,105,0,0,5,11082
109,0,105,4,0,0,105,0,0,6,13677
109,0,105,4,0,0,105,0,0,7,17808
109,0,105,4,0,0,105,0,0,8,20112
109,0,105,4,0,0,105,0,0,9,22812
110,1,1,11,14,1,1,27,31,0,1416
110,1,1,11,14,1,1,27,31,1,2333
110,1,1,11,14,1,1,27,31,2,3194
110,1,1,11,14,1,1,27,31,3,3610
110,1,1,11,14,1,1,27,31,4,5697
110,1,1,11,14,1,1,27,31,5,6865
110,1,1,11,14,1,1,27,31,6,16225
110,1,1,11,14,1,1,27,31,7,17764
110,1,1,11,14,1,1,27,31,8,19547
110,1,1,11,14,1,1,27,31,9,22780
111,1,33,15,11,1,1,15,1,0,1983
111,1,33,15,11,1,1,15,1,1,2299
111,1,33,15,11,1,1,15,1,2,2309
111,1,33,15,11,1,1,15,1,3,4210
111,1,33,15,11,1,1,15,1,4,5686
111,1,33,15,11,1,1,15,1,5,11724
111,1,33,15,11,1,1,15,1,6,13889
111,1,33,15,11,1,1,15,1,7,15778
111,1,33,15,11,1,1,15,1,8,21589
111,1,33,15,11,1,1,15,1,9,23977
112,1,35,3,17,1,33,29,13,0,1495
112,1,35,3,17,1,33,29,13,1,1904
112,1,35,3,17,1,33,29,13,2,2324
112,1,35,3,17,1,33,29,13,3,3429
112,1,35,3,17,1,33,29,13,4,6860
112,1,35,3,17,1,33,29,13,5,11031
112,1,35,3,17,1,33,29,13,6,14422
112,1,35,3,17,1,33,29,13,7,18888
112,1,35,3,17,1,33,29,13,8,20664
112,1,35,3,17,1,33,29,13,9,22878
113,0,31,27,5,0,35,22,17,0,2272
113,0,31,27,5,0,35,22,17,1,3344
113,0,31,27,5,0,35,22,17,2,4434
113,0,31,27,5,0,35,22,17,3,5523
113,0,31,27,5,0,35,22,17,4,7775
113,0,31,27,5,0,35,22,17,5,11698
113,0,31,27,5,0,35,22,17,6,12500
113,0,31,27,5,0,35,22,17,7,17540
113,0,31,27,5,0,35,22,17,8,17894
113,0,31,27,5,0,35,22,17,9,19767
114,1,121,13,1,1,40,12,5,0,1075
114,1,121,13,1,1,40,12,5,1,1956
114,1,121,13,1,1,40,12,5,2,4237
114,1,121,13,1,1,40,12,5,3,8160
114,1,121,13,1,1,40,12,5,4,11355
114,1,121,13,1,1,40,12,5,5,14083
114,1,121,13,1,1,40,12,5,6,15476
114,1,121,13,1,1,40,12,5,7,17737
114,1,121,13,1,1,40,12,5,8,21126
114,1,121,13,1,1,40,12,5,9,24194
115,0,1,6,1,0,33,0,13,0,2314
115,0,1,6,1,0,33,0,13,1,2671
115,0,1,6,1,0,33,0,13,2,3161
115,0,1,6,1,0,33,0,13,3,5226
115,0,1,6,1,0,33,0,13,4,5793
115,0,1,6,1,0,33,0,13,5,9326
115,0,1,6,1,0,33,0,13,6,15716
115,0,1,6,1,0,33,0,13,7,17586
115,0,1,6,1,0,33,0,13,8,21158
115,0,1,6,1,0,33,0,13,9,22563
116,1,35,3,15,1,1,11,31,0,1495
116,1,35,3,15,1,1,11,31,1,1904
116,1,35,3,15,1,1,11,31,2,2324
116,1,35,3,15,1,1,11,31,3,3429
116,1,35,3,15,1,1,11,31,4,6860
116,1,35,3,15,1,1,11,31,5,9864
116,1,35,3,15,1,1,11,31,6,12386
116,1,35,3,15,1,1,11,31,7,17266
116,1,35,3,15,1,1,11,31,8,19288
116,1,35,3,15,1,1,11,31,9,23827
117,1,1,11,19,0,1,11,1,0,1416
117,1,1,11,19,0,1,11,1,1,2333
117,1,1,11,19,0,1,11,1,2,3194
117,1,1,11,19,0,1,11,1,3,3610
117,1,1,11,19,0,1,11,1,4,5697
117,1,1,11,19,0,1,11,1,5,8445
117,1,1,11,19,0,1,11,1,6,16891
117,1,1,11,19,0,1,11,1,7,18154
117,1,1,11,19,0,1,11,1,8,20710
117,1,1,11,19,0,1,11,1,9,21781
118,1,35,22,0,0,35,26,17,0,2565
118,1,35,22,0,0,35,26,17,1,2686
118,1,35,22,0,0,35,26,17,2,3498
118,1,35,22,0,0,35,26,17,3,3739
118,1,35,22,0,0,35,26,17,4,7169
118,1,35,22,0,0,35,26,17,5,10944
118,1,35,22,0,0,35,26,17,6,12562
118,1,35,22,0,0,35,26,17,7,18077
118,1,35,22,0,0,35,26,17,8,19818
118,1,35,22,0,0,35,26,17,9,22729
119,0,38,26,27,0,38,18,31,0,2400
119,0,38,26,27,0,38,18,31,1,2442
119,0,38,26,27,0,38,18,31,2,2825
119,0,38,26,27,0,38,18,31,3,5745
119,0,38,26,27,0,38,18,31,4,7190
119,0,38,26,27,0,38,18,31,5,12713
119,0,38,26,27,0,38,18,31,6,15527
119,0,38,26,27,0,38,18,31,7,16022
119,0,38,26,27,0,38,18,31,8,20385
119,0,38,26,27,0,38,18,31,9,23502
120,0,89,2,12,0,89,31,0,0,258
120,0,89,2,12,0,89,31,0,1,2191
120,0,89,2,12,0,89,31,0,2,3614
120,0,89,2,12,0,89,31,0,3,8114
120,0,89,2,12,0,89,31,0,4,9933
120,0,89,2,12,0,89,31,0,5,14725
120,0,89,2,12,0,89,31,0,6,16268
120,0,89,2,12,0,89,31,0,7,18883
