frame,selector,L1,L2,L3,ref_selector,ref_L1,ref_L2,ref_L3,col,got
1153,0,20,4,16,0,20,13,8,6,14334
1153,0,20,4,16,0,20,13,8,7,16972
1153,0,20,4,16,0,20,13,8,8,20376
1153,0,20,4,16,0,20,13,8,9,20719
1154,0,54,21,30,1,52,13,16,0,3072
1154,0,54,21,30,1,52,13,16,1,4268
1154,0,54,21,30,1,52,13,16,2,6298
1154,0,54,21,30,1,52,13,16,3,7698
1154,0,54,21,30,1,52,13,16,4,12052
1154,0,54,21,30,1,52,13,16,5,12062
1154,0,54,21,30,1,52,13,16,6,13438
1154,0,54,21,30,1,52,13,16,7,14077
1154,0,54,21,30,1,52,13,16,8,19831
1154,0,54,21,30,1,52,13,16,9,20852
1155,0,56,21,21,0,54,21,24,0,1439
1155,0,56,21,21,0,54,21,24,1,2357
1155,0,56,21,21,0,54,21,24,2,6096
1155,0,56,21,21,0,54,21,24,3,9997
1155,0,56,21,21,0,54,21,24,4,12725
1155,0,56,21,21,0,54,21,24,5,13248
1155,0,56,21,21,0,54,21,24,6,14598
1155,0,56,21,21,0,54,21,24,7,17935
1155,0,56,21,21,0,54,21,24,8,20851
1155,0,56,21,21,0,54,21,24,9,20971
1156,1,54,9,0,0,29,9,9,0,2507
1156,1,54,9,0,0,29,9,9,1,3412
1156,1,54,9,0,0,29,9,9,2,4101
1156,1,54,9,0,0,29,9,9,3,7368
1156,1,54,9,0,0,29,9,9,4,11392
1156,1,54,9,0,0,29,9,9,5,12948
1156,1,54,9,0,0,29,9,9,6,12958
1156,1,54,9,0,0,29,9,9,7,16153
1156,1,54,9,0,0,29,9,9,8,19987
1156,1,54,9,0,0,29,9,9,9,21139
1157,1,43,7,1,0,38,25,26,0,1669
1157,1,43,7,1,0,38,25,26,1,1880
1157,1,43,7,1,0,38,25,26,2,3845
1157,1,43,7,1,0,38,25,26,3,4757
1157,1,43,7,1,0,38,25,26,4,9378
1157,1,43,7,1,0,38,25,26,5,12514
1157,1,43,7,1,0,38,25,26,6,12545
1157,1,43,7,1,0,38,25,26,7,16089
1157,1,43,7,1,0,38,25,26,8,20606
1157,1,43,7,1,0,38,25,26,9,21461
1158,1,96,14,0,1,56,12,9,0,1923
1158,1,96,14,0,1,56,12,9,1,2635
1158,1,96,14,0,1,56,12,9,2,5358
1158,1,96,14,0,1,56,12,9,3,8586
1158,1,96,14,0,1,56,12,9,4,11721
1158,1,96,14,0,1,56,12,9,5,13413
1158,1,96,14,0,1,56,12,9,6,15054
1158,1,96,14,0,1,56,12,9,7,19148
1158,1,96,14,0,1,56,12,9,8,21219
1158,1,96,14,0,1,56,12,9,9,22971
1159,1,54,13,0,1,58,20,15,0,3272
1159,1,54,13,0,1,58,20,15,1,4095
1159,1,54,13,0,1,58,20,15,2,4849
1159,1,54,13,0,1,58,20,15,3,8613
1159,1,54,13,0,1,58,20,15,4,12913
1159,1,54,13,0,1,58,20,15,5,12948
1159,1,54,13,0,1,58,20,15,6,12958
1159,1,54,13,0,1,58,20,15,7,16153
1159,1,54,13,0,1,58,20,15,8,19987
1159,1,54,13,0,1,58,20,15,9,21139
1160,1,43,18,22,0,43,11,20,0,1763
1160,1,43,18,22,0,43,11,20,1,2754
1160,1,43,18,22,0,43,11,20,2,4082
1160,1,43,18,22,0,43,11,20,3,5699
1160,1,43,18,22,0,43,11,20,4,8717
1160,1,43,18,22,0,43,11,20,5,11272
1160,1,43,18,22,0,43,11,20,6,12774
1160,1,43,18,22,0,43,11,20,7,15438
1160,1,43,18,22,0,43,11,20,8,19859
1160,1,43,18,22,0,43,11,20,9,20396
1161,1,77,11,20,1,77,27,30,0,1873
1161,1,77,11,20,1,77,27,30,1,2612
1161,1,77,11,20,1,77,27,30,2,4354
1161,1,77,11,20,1,77,27,30,3,4615
1161,1,77,11,20,1,77,27,30,4,6961
1161,1,77,11,20,1,77,27,30,5,12925
1161,1,77,11,20,1,77,27,30,6,13030
1161,1,77,11,20,1,77,27,30,7,16287
1161,1,77,11,20,1,77,27,30,8,20411
1161,1,77,11,20,1,77,27,30,9,20865
1162,1,33,20,8,1,33,20,8,0,2227
1162,1,33,20,8,1,33,20,8,1,2835
1162,1,33,20,8,1,33,20,8,2,5146
1162,1,33,20,8,1,33,20,8,3,5589
1162,1,33,20,8,1,33,20,8,4,5763
1162,1,33,20,8,1,33,20,8,5,10731
1162,1,33,20,8,1,33,20,8,6,12603
1162,1,33,20,8,1,33,20,8,7,15691
1162,1,33,20,8,1,33,20,8,8,20481
1162,1,33,20,8,1,33,20,8,9,21478
1163,1,33,28,15,1,33,22,0,0,2172
1163,1,33,28,15,1,33,22,0,1,4071
1163,1,33,28,15,1,33,22,0,2,4210
1163,1,33,28,15,1,33,22,0,3,4528
1163,1,33,28,15,1,33,22,0,4,5698
1163,1,33,28,15,1,33,22,0,5,10776
1163,1,33,28,15,1,33,22,0,6,12978
1163,1,33,28,15,1,33,22,0,7,15904
1163,1,33,28,15,1,33,22,0,8,20135
1163,1,33,28,15,1,33,22,0,9,23237
1164,1,113,11,15,1,113,15,15,0,3188
1164,1,113,11,15,1,113,15,15,1,3744
1164,1,113,11,15,1,113,15,15,2,5424
1164,1,113,11,15,1,113,15,15,3,5545
1164,1,113,11,15,1,113,15,15,4,7717
1164,1,113,11,15,1,113,15,15,5,11447
1164,1,113,11,15,1,113,15,15,6,15272
1164,1,113,11,15,1,113,15,15,7,17462
1164,1,113,11,15,1,113,15,15,8,19946
1164,1,113,11,15,1,113,15,15,9,23047
1165,0,33,22,9,0,47,30,11,0,2965
1165,0,33,22,9,0,47,30,11,1,3180
1165,0,33,22,9,0,47,30,11,2,4413
1165,0,33,22,9,0,47,30,11,3,4683
1165,0,33,22,9,0,47,30,11,4,4693
1165,0,33,22,9,0,47,30,11,5,11039
1165,0,33,22,9,0,47,30,11,6,13627
1165,0,33,22,9,0,47,30,11,7,16835
1165,0,33,22,9,0,47,30,11,8,22096
1165,0,33,22,9,0,47,30,11,9,22649
1166,0,69,6,0,0,73,22,8,0,3636
1166,0,69,6,0,0,73,22,8,1,3800
1166,0,69,6,0,0,73,22,8,2,4602
1166,0,69,6,0,0,73,22,8,3,6166
1166,0,69,6,0,0,73,22,8,4,6644
1166,0,69,6,0,0,73,22,8,5,10708
1166,0,69,6,0,0,73,22,8,6,13587
1166,0,69,6,0,0,73,22,8,7,16819
1166,0,69,6,0,0,73,22,8,8,19859
1166,0,69,6,0,0,73,22,8,9,21289
1167,0,9,3,17,0,77,27,15,0,2127
1167,0,9,3,17,0,77,27,15,1,2827
1167,0,9,3,17,0,77,27,15,2,3994
1167,0,9,3,17,0,77,27,15,3,5821
1167,0,9,3,17,0,77,27,15,4,6337
1167,0,9,3,17,0,77,27,15,5,9900
1167,0,9,3,17,0,77,27,15,6,11256
1167,0,9,3,17,0,77,27,15,7,17687
1167,0,9,3,17,0,77,27,15,8,21041
1167,0,9,3,17,0,77,27,15,9,22368
1168,0,15,27,13,0,33,26,29,0,2449
1168,0,15,27,13,0,33,26,29,1,3317
1168,0,15,27,13,0,33,26,29,2,4100
1168,0,15,27,13,0,33,26,29,3,4449
1168,0,15,27,13,0,33,26,29,4,5719
1168,0,15,27,13,0,33,26,29,5,10538
1168,0,15,27,13,0,33,26,29,6,15819
1168,0,15,27,13,0,33,26,29,7,17723
1168,0,15,27,13,0,33,26,29,8,17890
1168,0,15,27,13,0,33,26,29,9,23363
1169,0,77,22,26,0,69,27,11,0,3314
1169,0,77,22,26,0,69,27,11,1,3503
1169,0,77,22,26,0,69,27,11,2,5445
1169,0,77,22,26,0,69,27,11,3,6152
1169,0,77,22,26,0,69,27,11,4,6231
1169,0,77,22,26,0,69,27,11,5,13061
1169,0,77,22,26,0,69,27,11,6,13071
1169,0,77,22,26,0,69,27,11,7,15899
1169,0,77,22,26,0,69,27,11,8,21667
1169,0,77,22,26,0,69,27,11,9,22066
1170,0,33,30,29,0,9,27,5,0,3158
1170,0,33,30,29,0,9,27,5,1,3296
1170,0,33,30,29,0,9,27,5,2,3306
1170,0,33,30,29,0,9,27,5,3,4032
1170,0,33,30,29,0,9,27,5,4,5991
1170,0,33,30,29,0,9,27,5,5,10092
1170,0,33,30,29,0,9,27,5,6,13611
1170,0,33,30,29,0,9,27,5,7,17226
1170,0,33,30,29,0,9,27,5,8,20841
1170,0,33,30,29,0,9,27,5,9,21817
1171,0,69,27,13,0,33,22,17,0,3449
1171,0,69,27,13,0,33,22,17,1,4327
1171,0,69,27,13,0,33,22,17,2,5048
1171,0,69,27,13,0,33,22,17,3,5058
1171,0,69,27,13,0,33,22,17,4,6058
1171,0,69,27,13,0,33,22,17,5,10397
1171,0,69,27,13,0,33,22,17,6,14773
1171,0,69,27,13,0,33,22,17,7,16899
1171,0,69,27,13,0,33,22,17,8,19514
1171,0,69,27,13,0,33,22,17,9,22592
1172,1,77,27,8,0,43,6,13,0,2584
1172,1,77,27,8,0,43,6,13,1,3477
1172,1,77,27,8,0,43,6,13,2,4813
1172,1,77,27,8,0,43,6,13,3,5078
1172,1,77,27,8,0,43,6,13,4,6471
1172,1,77,27,8,0,43,6,13,5,12013
1172,1,77,27,8,0,43,6,13,6,12281
1172,1,77,27,8,0,43,6,13,7,16599
1172,1,77,27,8,0,43,6,13,8,20900
1172,1,77,27,8,0,43,6,13,9,21493
1173,1,45,20,17,0,34,28,8,0,1784
1173,1,45,20,17,0,34,28,8,1,2395
1173,1,45,20,17,0,34,28,8,2,4237
1173,1,45,20,17,0,34,28,8,3,4367
1173,1,45,20,17,0,34,28,8,4,10720
1173,1,45,20,17,0,34,28,8,5,12794
1173,1,45,20,17,0,34,28,8,6,14273
1173,1,45,20,17,0,34,28,8,7,18345
1173,1,45,20,17,0,34,28,8,8,19908
1173,1,45,20,17,0,34,28,8,9,21901
1174,1,45,12,9,0,34,20,8,0,2106
1174,1,45,12,9,0,34,20,8,1,2849
1174,1,45,12,9,0,34,20,8,2,3190
1174,1,45,12,9,0,34,20,8,3,4036
1174,1,45,12,9,0,34,20,8,4,11896
1174,1,45,12,9,0,34,20,8,5,11906
1174,1,45,12,9,0,34,20,8,6,12886
1174,1,45,12,9,0,34,20,8,7,17654
1174,1,45,12,9,0,34,20,8,8,20493
1174,1,45,12,9,0,34,20,8,9,22262
1175,1,34,12,8,0,26,12,9,0,2014
1175,1,34,12,8,0,26,12,9,1,2648
1175,1,34,12,8,0,26,12,9,2,2916
1175,1,34,12,8,0,26,12,9,3,3972
1175,1,34,12,8,0,26,12,9,4,13269
1175,1,34,12,8,0,26,12,9,5,13279
1175,1,34,12,8,0,26,12,9,6,14131
1175,1,34,12,8,0,26,12,9,7,17882
1175,1,34,12,8,0,26,12,9,8,20082
1175,1,34,12,8,0,26,12,9,9,20956
1176,1,121,27,14,1,77,6,13,0,1584
1176,1,121,27,14,1,77,6,13,1,2785
1176,1,121,27,14,1,77,6,13,2,4940
1176,1,121,27,14,1,77,6,13,3,6417
1176,1,121,27,14,1,77,6,13,4,8703
1176,1,121,27,14,1,77,6,13,5,11622
1176,1,121,27,14,1,77,6,13,6,15985
1176,1,121,27,14,1,77,6,13,7,17915
1176,1,121,27,14,1,77,6,13,8,19515
1176,1,121,27,14,1,77,6,13,9,24411
1177,0,77,31,0,0,35,28,15,0,2024
1177,0,77,31,0,0,35,28,15,1,3593
1177,0,77,31,0,0,35,28,15,2,4599
1177,0,77,31,0,0,35,28,15,3,4989
1177,0,77,31,0,0,35,28,15,4,7921
1177,0,77,31,0,0,35,28,15,5,12980
1177,0,77,31,0,0,35,28,15,6,12990
1177,0,77,31,0,0,35,28,15,7,17623
1177,0,77,31,0,0,35,28,15,8,21084
1177,0,77,31,0,0,35,28,15,9,22154
1178,1,34,12,8,1,26,14,9,0,2014
1178,1,34,12,8,1,26,14,9,1,2648
1178,1,34,12,8,1,26,14,9,2,2916
1178,1,34,12,8,1,26,14,9,3,3972
1178,1,34,12,8,1,26,14,9,4,13269
1178,1,34,12,8,1,26,14,9,5,13279
1178,1,34,12,8,1,26,14,9,6,14131
1178,1,34,12,8,1,26,14,9,7,17882
1178,1,34,12,8,1,26,14,9,8,20082
1178,1,34,12,8,1,26,14,9,9,20956
1179,1,26,23,9,1,42,23,21,0,2646
1179,1,26,23,9,1,42,23,21,1,2759
1179,1,26,23,9,1,42,23,21,2,4529
1179,1,26,23,9,1,42,23,21,3,5306
1179,1,26,23,9,1,42,23,21,4,13802
1179,1,26,23,9,1,42,23,21,5,14452
1179,1,26,23,9,1,42,23,21,6,15210
1179,1,26,23,9,1,42,23,21,7,18026
1179,1,26,23,9,1,42,23,21,8,20407
1179,1,26,23,9,1,42,23,21,9,20726
1180,1,25,14,9,0,72,15,28,0,2452
1180,1,25,14,9,0,72,15,28,1,2799
1180,1,25,14,9,0,72,15,28,2,3122
1180,1,25,14,9,0,72,15,28,3,4508
1180,1,25,14,9,0,72,15,28,4,12157
1180,1,25,14,9,0,72,15,28,5,12206
1180,1,25,14,9,0,72,15,28,6,14894
1180,1,25,14,9,0,72,15,28,7,18117
1180,1,25,14,9,0,72,15,28,8,20278
1180,1,25,14,9,0,72,15,28,9,20802
1181,0,106,29,31,0,45,12,9,0,1101
1181,0,106,29,31,0,45,12,9,1,1956
1181,0,106,29,31,0,45,12,9,2,2680
1181,0,106,29,31,0,45,12,9,3,6565
1181,0,106,29,31,0,45,12,9,4,12141
1181,0,106,29,31,0,45,12,9,5,12151
1181,0,106,29,31,0,45,12,9,6,16559
1181,0,106,29,31,0,45,12,9,7,17425
1181,0,106,29,31,0,45,12,9,8,19705
1181,0,106,29,31,0,45,12,9,9,21156
1182,0,34,22,13,0,2,22,14,0,2430
1182,0,34,22,13,0,2,22,14,1,2539
1182,0,34,22,13,0,2,22,14,2,3230
1182,0,34,22,13,0,2,22,14,3,3599
1182,0,34,22,13,0,2,22,14,4,10864
1182,0,34,22,13,0,2,22,14,5,14035
1182,0,34,22,13,0,2,22,14,6,15868
1182,0,34,22,13,0,2,22,14,7,18986
1182,0,34,22,13,0,2,22,14,8,19921
1182,0,34,22,13,0,2,22,14,9,22920
1183,0,44,29,29,1,44,14,0,0,1317
1183,0,44,29,29,1,44,14,0,1,2256
1183,0,44,29,29,1,44,14,0,2,3063
1183,0,44,29,29,1,44,14,0,3,6039
1183,0,44,29,29,1,44,14,0,4,12330
1183,0,44,29,29,1,44,14,0,5,12340
1183,0,44,29,29,1,44,14,0,6,13620
1183,0,44,29,29,1,44,14,0,7,17468
1183,0,44,29,29,1,44,14,0,8,19872
1183,0,44,29,29,1,44,14,0,9,20488
1184,0,104,29,8,0,34,12,8,0,1282
1184,0,104,29,8,0,34,12,8,1,2284
1184,0,104,29,8,0,34,12,8,2,3057
1184,0,104,29,8,0,34,12,8,3,5359
1184,0,104,29,8,0,34,12,8,4,13276
1184,0,104,29,8,0,34,12,8,5,13286
1184,0,104,29,8,0,34,12,8,6,14439
1184,0,104,29,8,0,34,12,8,7,17087
1184,0,104,29,8,0,34,12,8,8,21325
1184,0,104,29,8,0,34,12,8,9,21765
1185,1,25,14,9,0,104,14,28,0,2452
1185,1,25,14,9,0,104,14,28,1,2799
1185,1,25,14,9,0,104,14,28,2,3122
1185,1,25,14,9,0,104,14,28,3,4508
1185,1,25,14,9,0,104,14,28,4,12157
1185,1,25,14,9,0,104,14,28,5,12206
1185,1,25,14,9,0,104,14,28,6,14894
1185,1,25,14,9,0,104,14,28,7,18117
1185,1,25,14,9,0,104,14,28,8,20278
1185,1,25,14,9,0,104,14,28,9,20802
1186,0,50,14,0,0,45,12,21,0,2999
1186,0,50,14,0,0,45,12,21,1,3267
1186,0,50,14,0,0,45,12,21,2,4828
1186,0,50,14,0,0,45,12,21,3,6085
1186,0,50,14,0,0,45,12,21,4,12391
1186,0,50,14,0,0,45,12,21,5,13485
1186,0,50,14,0,0,45,12,21,6,14821
1186,0,50,14,0,0,45,12,21,7,18337
1186,0,50,14,0,0,45,12,21,8,19419
1186,0,50,14,0,0,45,12,21,9,20668
1187,0,34,6,8,0,104,6,21,0,1887
1187,0,34,6,8,0,104,6,21,1,1986
1187,0,34,6,8,0,104,6,21,2,2106
1187,0,34,6,8,0,104,6,21,3,3678
1187,0,34,6,8,0,104,6,21,4,11690
1187,0,34,6,8,0,104,6,21,5,13221
1187,0,34,6,8,0,104,6,21,6,14131
1187,0,34,6,8,0,104,6,21,7,17882
1187,0,34,6,8,0,104,6,21,8,20082
1187,0,34,6,8,0,104,6,21,9,20956
1188,0,104,10,28,0,42,23,29,0,1750
1188,0,104,10,28,0,42,23,29,1,2907
1188,0,104,10,28,0,42,23,29,2,2917
1188,0,104,10,28,0,42,23,29,3,6802
1188,0,104,10,28,0,42,23,29,4,12562
1188,0,104,10,28,0,42,23,29,5,12762
1188,0,104,10,28,0,42,23,29,6,15707
1188,0,104,10,28,0,42,23,29,7,17644
1188,0,104,10,28,0,42,23,29,8,20826
1188,0,104,10,28,0,42,23,29,9,21189
1189,0,34,12,8,0,26,15,9,0,2014
1189,0,34,12,8,0,26,15,9,1,2648
1189,0,34,12,8,0,26,15,9,2,2916
1189,0,34,12,8,0,26,15,9,3,3972
1189,0,34,12,8,0,26,15,9,4,13269
1189,0,34,12,8,0,26,15,9,5,13279
1189,0,34,12,8,0,26,15,9,6,14131
1189,0,34,12,8,0,26,15,9,7,17882
1189,0,34,12,8,0,26,15,9,8,20082
1189,0,34,12,8,0,26,15,9,9,20956
1190,0,25,21,9,0,25,14,9,0,1565
1190,0,25,21,9,0,25,14,9,1,2711
1190,0,25,21,9,0,25,14,9,2,4539
1190,0,25,21,9,0,25,14,9,3,4738
1190,0,25,21,9,0,25,14,9,4,12160
1190,0,25,21,9,0,25,14,9,5,12206
1190,0,25,21,9,0,25,14,9,6,14894
1190,0,25,21,9,0,25,14,9,7,18117
1190,0,25,21,9,0,25,14,9,8,20278
1190,0,25,21,9,0,25,14,9,9,20802
1191,0,104,6,12,0,44,31,25,0,2411
1191,0,104,6,12,0,44,31,25,1,2645
1191,0,104,6,12,0,44,31,25,2,3197
1191,0,104,6,12,0,44,31,25,3,6395
1191,0,104,6,12,0,44,31,25,4,11816
1191,0,104,6,12,0,44,31,25,5,13795
1191,0,104,6,12,0,44,31,25,6,15813
1191,0,104,6,12,0,44,31,25,7,18026
1191,0,104,6,12,0,44,31,25,8,20418
1191,0,104,6,12,0,44,31,25,9,22281
1192,0,45,13,16,0,104,6,12,0,1283
1192,0,45,13,16,0,104,6,12,1,1885
1192,0,45,13,16,0,104,6,12,2,2169
1192,0,45,13,16,0,104,6,12,3,4332
1192,0,45,13,16,0,104,6,12,4,12340
1192,0,45,13,16,0,104,6,12,5,13140
1192,0,45,13,16,0,104,6,12,6,13392
1192,0,45,13,16,0,104,6,12,7,17148
1192,0,45,13,16,0,104,6,12,8,19348
1192,0,45,13,16,0,104,6,12,9,21013
1193,0,104,30,29,0,45,23,21,0,3147
1193,0,104,30,29,0,45,23,21,1,3259
1193,0,104,30,29,0,45,23,21,2,3269
1193,0,104,30,29,0,45,23,21,3,5463
1193,0,104,30,29,0,45,23,21,4,12490
1193,0,104,30,29,0,45,23,21,5,12641
1193,0,104,30,29,0,45,23,21,6,15447
1193,0,104,30,29,0,45,23,21,7,18622
1193,0,104,30,29,0,45,23,21,8,21685
1193,0,104,30,29,0,45,23,21,9,22104
1194,0,25,12,0,0,104,14,21,0,2588
1194,0,25,12,0,0,104,14,21,1,3502
1194,0,25,12,0,0,104,14,21,2,4111
1194,0,25,12,0,0,104,14,21,3,5357
1194,0,25,12,0,0,104,14,21,4,12361
1194,0,25,12,0,0,104,14,21,5,13023
1194,0,25,12,0,0,104,14,21,6,14421
1194,0,25,12,0,0,104,14,21,7,17997
1194,0,25,12,0,0,104,14,21,8,18847
1194,0,25,12,0,0,104,14,21,9,20292
1195,0,34,4,24,0,44,14,29,0,1474
1195,0,34,4,24,0,44,14,29,1,1605
1195,0,34,4,24,0,44,14,29,2,2689
1195,0,34,4,24,0,44,14,29,3,4982
1195,0,34,4,24,0,44,14,29,4,12476
1195,0,34,4,24,0,44,14,29,5,13497
1195,0,34,4,24,0,44,14,29,6,15358
1195,0,34,4,24,0,44,14,29,7,18217
1195,0,34,4,24,0,44,14,29,8,21062
1195,0,34,4,24,0,44,14,29,9,21093
1196,0,44,31,29,0,34,12,30,0,1699
1196,0,44,31,29,0,34,12,30,1,3260
1196,0,44,31,29,0,34,12,30,2,3481
1196,0,44,31,29,0,34,12,30,3,5833
1196,0,44,31,29,0,34,12,30,4,12029
1196,0,44,31,29,0,34,12,30,5,12039
1196,0,44,31,29,0,34,12,30,6,13620
1196,0,44,31,29,0,34,12,30,7,17468
1196,0,44,31,29,0,34,12,30,8,19872
1196,0,44,31,29,0,34,12,30,9,20488
1197,0,34,26,0,0,104,27,28,0,2440
1197,0,34,26,0,0,104,27,28,1,2439
1197,0,34,26,0,0,104,27,28,2,2444
1197,0,34,26,0,0,104,27,28,3,4559
1197,0,34,26,0,0,104,27,28,4,11992
1197,0,34,26,0,0,104,27,28,5,14346
1197,0,34,26,0,0,104,27,28,6,14682
1197,0,34,26,0,0,104,27,28,7,18906
1197,0,34,26,0,0,104,27,28,8,20266
1197,0,34,26,0,0,104,27,28,9,21617
1198,0,104,23,28,0,34,12,8,0,2366
1198,0,104,23,28,0,34,12,8,1,2500
1198,0,104,23,28,0,34,12,8,2,4342
1198,0,104,23,28,0,34,12,8,3,5546
1198,0,104,23,28,0,34,12,8,4,12372
1198,0,104,23,28,0,34,12,8,5,12762
1198,0,104,23,28,0,34,12,8,6,15707
1198,0,104,23,28,0,34,12,8,7,17644
1198,0,104,23,28,0,34,12,8,8,20826
1198,0,104,23,28,0,34,12,8,9,21189
1199,0,44,31,29,0,40,12,21,0,1699
1199,0,44,31,29,0,40,12,21,1,3260
1199,0,44,31,29,0,40,12,21,2,3481
1199,0,44,31,29,0,40,12,21,3,5833
1199,0,44,31,29,0,40,12,21,4,12029
1199,0,44,31,29,0,40,12,21,5,12039
1199,0,44,31,29,0,40,12,21,6,13620
1199,0,44,31,29,0,40,12,21,7,17468
1199,0,44,31,29,0,40,12,21,8,19872
1199,0,44,31,29,0,40,12,21,9,20488
1200,0,34,12,24,0,34,22,8,0,2014
1200,0,34,12,24,0,34,22,8,1,2648
1200,0,34,12,24,0,34,22,8,2,2916
1200,0,34,12,24,0,34,22,8,3,3972
1200,0,34,12,24,0,34,22,8,4,13328
1200,0,34,12,24,0,34,22,8,5,13497
1200,0,34,12,24,0,34,22,8,6,15358
1200,0,34,12,24,0,34,22,8,7,18217
1200,0,34,12,24,0,34,22,8,8,21062
1200,0,34,12,24,0,34,22,8,9,21093
1201,0,40,31,21,1,104,14,28,0,1033
1201,0,40,31,21,1,104,14,28,1,2520
1201,0,40,31,21,1,104,14,28,2,3093
1201,0,40,31,21,1,104,14,28,3,6177
1201,0,40,31,21,1,104,14,28,4,11503
1201,0,40,31,21,1,104,14,28,5,12977
1201,0,40,31,21,1,104,14,28,6,14673
1201,0,40,31,21,1,104,14,28,7,18502
1201,0,40,31,21,1,104,14,28,8,19985
1201,0,40,31,21,1,104,14,28,9,21851
1202,0,34,26,8,0,34,12,29,0,2440
1202,0,34,26,8,0,34,12,29,1,2439
1202,0,34,26,8,0,34,12,29,2,2444
1202,0,34,26,8,0,34,12,29,3,4559
1202,0,34,26,8,0,34,12,29,4,11992
1202,0,34,26,8,0,34,12,29,5,13221
1202,0,34,26,8,0,34,12,29,6,14131
1202,0,34,26,8,0,34,12,29,7,17882
1202,0,34,26,8,0,34,12,29,8,20082
1202,0,34,26,8,0,34,12,29,9,20956
1203,0,104,14,28,0,44,14,24,0,2402
1203,0,104,14,28,0,44,14,24,1,2604
1203,0,104,14,28,0,44,14,24,2,3018
1203,0,104,14,28,0,44,14,24,3,5840
1203,0,104,14,28,0,44,14,24,4,13001
1203,0,104,14,28,0,44,14,24,5,13011
1203,0,104,14,28,0,44,14,24,6,15707
1203,0,104,14,28,0,44,14,24,7,17644
1203,0,104,14,28,0,44,14,24,8,20826
1203,0,104,14,28,0,44,14,24,9,21189
1204,0,25,21,0,0,25,4,11,0,1565
1204,0,25,21,0,0,25,4,11,1,2711
1204,0,25,21,0,0,25,4,11,2,4539
1204,0,25,21,0,0,25,4,11,3,4738
1204,0,25,21,0,0,25,4,11,4,12160
1204,0,25,21,0,0,25,4,11,5,13023
1204,0,25,21,0,0,25,4,11,6,14421
1204,0,25,21,0,0,25,4,11,7,17997
1204,0,25,21,0,0,25,4,11,8,18847
1204,0,25,21,0,0,25,4,11,9,20292
1205,0,104,30,29,0,34,12,29,0,3147
1205,0,104,30,29,0,34,12,29,1,3259
1205,0,104,30,29,0,34,12,29,2,3269
1205,0,104,30,29,0,34,12,29,3,5463
1205,0,104,30,29,0,34,12,29,4,12490
1205,0,104,30,29,0,34,12,29,5,12641
1205,0,104,30,29,0,34,12,29,6,15447
1205,0,104,30,29,0,34,12,29,7,18622
1205,0,104,30,29,0,34,12,29,8,21685
1205,0,104,30,29,0,34,12,29,9,22104
1206,0,40,31,21,0,25,14,9,0,1033
1206,0,40,31,21,0,25,14,9,1,2520
1206,0,40,31,21,0,25,14,9,2,3093
1206,0,40,31,21,0,25,14,9,3,6177
1206,0,40,31,21,0,25,14,9,4,11503
1206,0,40,31,21,0,25,14,9,5,12977
1206,0,40,31,21,0,25,14,9,6,14673
1206,0,40,31,21,0,25,14,9,7,18502
1206,0,40,31,21,0,25,14,9,8,19985
1206,0,40,31,21,0,25,14,9,9,21851
1207,0,42,14,21,0,44,14,17,0,2160
1207,0,42,14,21,0,44,14,17,1,2395
1207,0,42,14,21,0,44,14,17,2,2526
1207,0,42,14,21,0,44,14,17,3,3837
1207,0,42,14,21,0,44,14,17,4,12582
1207,0,42,14,21,0,44,14,17,5,13249
1207,0,42,14,21,0,44,14,17,6,14378
1207,0,42,14,21,0,44,14,17,7,16896
1207,0,42,14,21,0,44,14,17,8,20030
1207,0,42,14,21,0,44,14,17,9,20490
1208,0,104,23,29,0,42,23,21,0,2366
1208,0,104,23,29,0,42,23,21,1,2500
1208,0,104,23,29,0,42,23,21,2,4342
1208,0,104,23,29,0,42,23,21,3,5546
1208,0,104,23,29,0,42,23,21,4,12372
1208,0,104,23,29,0,42,23,21,5,12641
1208,0,104,23,29,0,42,23,21,6,15447
1208,0,104,23,29,0,42,23,21,7,18622
1208,0,104,23,29,0,42,23,21,8,21685
1208,0,104,23,29,0,42,23,21,9,22104
1209,0,25,13,0,0,104,10,28,0,1765
1209,0,25,13,0,0,104,10,28,1,2538
1209,0,25,13,0,0,104,10,28,2,3090
1209,0,25,13,0,0,104,10,28,3,5653
1209,0,25,13,0,0,104,10,28,4,12789
1209,0,25,13,0,0,104,10,28,5,13023
1209,0,25,13,0,0,104,10,28,6,14421
1209,0,25,13,0,0,104,10,28,7,17997
1209,0,25,13,0,0,104,10,28,8,18847
1209,0,25,13,0,0,104,10,28,9,20292
1210,0,42,10,21,0,34,22,8,0,1508
1210,0,42,10,21,0,34,22,8,1,2556
1210,0,42,10,21,0,34,22,8,2,2566
1210,0,42,10,21,0,34,22,8,3,4799
1210,0,42,10,21,0,34,22,8,4,11894
1210,0,42,10,21,0,34,22,8,5,13249
1210,0,42,10,21,0,34,22,8,6,14378
1210,0,42,10,21,0,34,22,8,7,16896
1210,0,42,10,21,0,34,22,8,8,20030
1210,0,42,10,21,0,34,22,8,9,20490
1211,0,104,31,28,0,104,14,28,0,1664
1211,0,104,31,28,0,104,14,28,1,3288
1211,0,104,31,28,0,104,14,28,2,3475
1211,0,104,31,28,0,104,14,28,3,5153
1211,0,104,31,28,0,104,14,28,4,12680
1211,0,104,31,28,0,104,14,28,5,12762
1211,0,104,31,28,0,104,14,28,6,15707
